-0.052256,-0.048905,-0.045506,-0.046122,-0.04426,-0.043711,-0.055974,-0.043498,-0.048249,-0.04276,-0.041782,-0.057049,-0.044905,-0.040916,-0.044059,-0.042537,-0.042602,-0.042603,-0.042954,-0.045927,-0.050211,-0.043444,-0.0424,-0.044864,-0.044348,-0.048402,-0.044039,-0.043095,-0.053217,-0.043328,-0.040554,-0.041826,-0.046785,-0.055472,-0.046694,-0.049316,-0.032724,-0.042806,-0.034399,-0.047988,-0.043714,-0.040327,-0.050972,-0.047892,-0.045314,-0.047183,-0.056982,-0.04426,-0.04355,-0.048709
-0.037504,-0.033633,-0.031047,-0.031395,-0.03021,-0.029634,-0.042051,-0.029249,-0.033672,-0.028875,-0.027602,-0.043046,-0.029138,-0.026512,-0.029233,-0.028187,-0.028433,-0.028248,-0.028325,-0.031532,-0.03572,-0.029139,-0.028085,-0.031522,-0.029928,-0.033585,-0.028993,-0.028103,-0.038882,-0.029138,-0.026961,-0.027233,-0.032236,-0.039718,-0.032873,-0.035806,-0.017793,-0.028254,-0.019904,-0.033852,-0.029538,-0.026562,-0.036439,-0.033768,-0.030862,-0.032609,-0.042519,-0.030292,-0.029351,-0.033997
-0.034812,-0.030425,-0.029912,-0.02813,-0.029019,-0.027585,-0.040597,-0.028149,-0.032061,-0.026668,-0.025477,-0.041085,-0.028531,-0.024736,-0.027662,-0.026537,-0.026899,-0.02622,-0.027698,-0.031396,-0.0331,-0.026678,-0.026031,-0.030032,-0.028579,-0.031016,-0.026033,-0.025905,-0.037925,-0.028443,-0.02418,-0.026274,-0.029762,-0.037005,-0.031156,-0.034088,-0.014395,-0.027346,-0.018676,-0.033351,-0.027052,-0.024618,-0.035112,-0.031794,-0.029079,-0.030372,-0.04003,-0.029294,-0.028488,-0.033027
-0.0078934,-0.0037021,-0.0026326,-0.0013952,-0.0026391,8.0563e-05,-0.013836,-0.0020478,-0.0054088,0.00044185,0.0015821,-0.014792,-0.0020445,0.0024961,-0.0010438,0.00012286,-0.00035674,0.00018673,-0.00097569,-0.0050948,-0.0064256,0.00024184,0.0008835,-0.0032553,-0.0010477,-0.0042013,0.00086635,0.0011432,-0.011194,-0.0028398,0.002775,0.00026999,-0.0027263,-0.0099912,-0.0048434,-0.0077195,0.013169,-0.00011654,0.0084445,-0.0072513,-0.00035004,0.0032772,-0.0087366,-0.0048459,-0.0018625,-0.0036398,-0.013091,-0.0029307,-0.0014586,-0.0060966
0.034671,0.038983,0.039904,0.041011,0.039695,0.04237,0.029024,0.04043,0.036846,0.042713,0.044623,0.028171,0.040698,0.04548,0.04152,0.042683,0.042057,0.042535,0.041755,0.037418,0.035904,0.042726,0.043516,0.039641,0.041555,0.038196,0.043483,0.043615,0.031357,0.039771,0.04527,0.042257,0.039956,0.032934,0.037392,0.034602,0.055456,0.042115,0.051315,0.035434,0.041987,0.045862,0.033867,0.038148,0.040295,0.039006,0.029309,0.040084,0.04134,0.036462
0.05435,0.058867,0.059408,0.060637,0.05843,0.060604,0.048713,0.059522,0.056631,0.062328,0.063754,0.047127,0.060102,0.064333,0.061163,0.062787,0.060968,0.062467,0.061423,0.056303,0.055542,0.062359,0.062536,0.059223,0.061351,0.057564,0.063574,0.063147,0.051445,0.059014,0.06444,0.060966,0.058937,0.052545,0.057014,0.0537,0.074785,0.061002,0.070504,0.054488,0.060702,0.064476,0.053848,0.058192,0.058453,0.058493,0.049222,0.060291,0.061325,0.055962
0.055387,0.059649,0.060421,0.061609,0.059316,0.061152,0.047591,0.061282,0.05849,0.06181,0.063024,0.046449,0.06154,0.064338,0.062776,0.063653,0.060196,0.063101,0.063494,0.058041,0.056336,0.061539,0.061653,0.059965,0.062171,0.057244,0.064538,0.063532,0.052066,0.059036,0.063655,0.06118,0.060058,0.054034,0.057245,0.053969,0.075452,0.060719,0.071297,0.053949,0.061093,0.064274,0.056479,0.058355,0.05854,0.058971,0.050432,0.061365,0.062238,0.055254
0.076015,0.081964,0.081587,0.083171,0.07996,0.082213,0.067636,0.082969,0.07948,0.083153,0.08494,0.067324,0.083141,0.085656,0.084436,0.084629,0.080815,0.084521,0.084758,0.079229,0.078324,0.082295,0.083409,0.081568,0.083371,0.078964,0.08548,0.084439,0.072924,0.081112,0.085107,0.08246,0.081539,0.0757,0.078366,0.073654,0.097607,0.081469,0.092688,0.074666,0.081026,0.086191,0.077747,0.079411,0.079097,0.08055,0.072095,0.081771,0.083672,0.075881
0.11833,0.1248,0.12404,0.12561,0.12244,0.12435,0.11044,0.1253,0.12205,0.12563,0.12806,0.11002,0.12589,0.12829,0.12699,0.12696,0.12314,0.12706,0.12761,0.12132,0.12101,0.1248,0.12615,0.12392,0.12572,0.12135,0.12835,0.12692,0.11513,0.12374,0.12752,0.12448,0.12402,0.11838,0.1211,0.1157,0.14001,0.12415,0.1351,0.11733,0.12285,0.12878,0.12051,0.12198,0.12131,0.12294,0.11458,0.12407,0.12644,0.11843
0.14326,0.14904,0.14869,0.15081,0.14712,0.14862,0.13412,0.14868,0.14624,0.14966,0.15264,0.13431,0.1509,0.152,0.15147,0.15086,0.14764,0.1516,0.15206,0.14535,0.14521,0.1492,0.14998,0.148,0.15002,0.14563,0.15245,0.15178,0.13905,0.14822,0.15202,0.14805,0.14862,0.1429,0.14521,0.14021,0.16395,0.14791,0.16006,0.14152,0.14689,0.15283,0.14501,0.14687,0.1453,0.14758,0.13859,0.1489,0.151,0.1434
0.14215,0.14913,0.14908,0.15241,0.14854,0.15008,0.13423,0.14775,0.14829,0.15012,0.15387,0.13437,0.15344,0.15205,0.15198,0.15188,0.14734,0.15221,0.15174,0.14708,0.14331,0.15044,0.15021,0.14832,0.15019,0.14701,0.15344,0.15338,0.13887,0.14822,0.15295,0.14784,0.14879,0.14382,0.14501,0.14062,0.16576,0.14836,0.16111,0.1424,0.14795,0.15411,0.14394,0.14812,0.14428,0.14826,0.13952,0.15094,0.15185,0.14414
0.15798,0.16387,0.16554,0.16861,0.16405,0.16614,0.14962,0.16327,0.16533,0.16524,0.16961,0.14974,0.16878,0.16741,0.16757,0.16818,0.16267,0.16802,0.16667,0.16259,0.15878,0.16597,0.16549,0.16435,0.16557,0.16292,0.1699,0.16819,0.15451,0.16403,0.16914,0.1624,0.16396,0.16006,0.15992,0.15482,0.1822,0.163,0.17682,0.15892,0.164,0.17058,0.15825,0.16444,0.15911,0.16427,0.1564,0.16628,0.16894,0.15901
0.19946,0.20511,0.20626,0.20964,0.20482,0.20627,0.19104,0.2038,0.20576,0.20587,0.21057,0.19093,0.20966,0.20801,0.20826,0.20859,0.2033,0.2086,0.2077,0.20335,0.19965,0.20658,0.20659,0.20474,0.20633,0.20366,0.21075,0.20896,0.19561,0.2048,0.21016,0.20309,0.20498,0.20134,0.20088,0.19547,0.22269,0.20359,0.2174,0.20016,0.20427,0.2112,0.19949,0.20546,0.19966,0.2053,0.19709,0.20699,0.21016,0.1997
0.22908,0.23423,0.23475,0.23809,0.23349,0.23484,0.21924,0.23175,0.23405,0.23458,0.24019,0.22007,0.23835,0.2368,0.23693,0.23712,0.23197,0.23613,0.23677,0.23229,0.22908,0.23495,0.23624,0.23368,0.23537,0.23191,0.23951,0.238,0.22412,0.23359,0.23899,0.23138,0.23333,0.23042,0.22908,0.225,0.25051,0.23218,0.2457,0.22909,0.23248,0.23985,0.22828,0.23449,0.22876,0.23421,0.22611,0.23469,0.23851,0.22872
0.23195,0.23489,0.23651,0.23878,0.23552,0.23707,0.21978,0.23332,0.23502,0.23711,0.24195,0.22295,0.23866,0.23934,0.23828,0.23721,0.23352,0.23635,0.23845,0.23461,0.231,0.23747,0.23768,0.23534,0.23713,0.23409,0.2403,0.24141,0.22666,0.23474,0.23923,0.23235,0.23517,0.23208,0.23068,0.22662,0.25163,0.23264,0.24789,0.22875,0.23456,0.24104,0.23055,0.23632,0.23065,0.23593,0.22838,0.23557,0.24071,0.23005
0.24237,0.24475,0.24607,0.24841,0.2456,0.24694,0.22903,0.24437,0.24539,0.24608,0.25249,0.23331,0.24795,0.25049,0.24777,0.24614,0.24378,0.24577,0.2493,0.24476,0.24131,0.2482,0.24666,0.24483,0.24763,0.24411,0.25124,0.25225,0.23689,0.24451,0.24842,0.241,0.24642,0.24249,0.24026,0.23731,0.26085,0.24233,0.25831,0.2377,0.24477,0.2504,0.24094,0.24567,0.24099,0.24514,0.23909,0.24589,0.2512,0.23911
0.27978,0.28259,0.28365,0.28609,0.28314,0.28435,0.26679,0.28173,0.28323,0.2835,0.29048,0.2712,0.28532,0.28855,0.28511,0.28367,0.28127,0.28319,0.28651,0.28245,0.27906,0.28601,0.28459,0.28202,0.28523,0.28134,0.28878,0.29022,0.27413,0.28202,0.28578,0.27824,0.2843,0.28054,0.27795,0.27503,0.29816,0.28013,0.29614,0.27529,0.2821,0.28783,0.27881,0.28351,0.27824,0.28299,0.27672,0.28332,0.28854,0.27682
